stem kana = かこ
pronounciation = かこ
> Entering godan
> Entering godan > う
> Line : 1440
>> Start : 囲む,かこむ,godan,かこ
>>> Start : 囲む
>囲む = godan
>>> Forced stripping
>>>囲む = godan stripping 
stem Kanji = 囲
stem kana = かこ
pronounciation = かこ
> Entering godan
> Entering godan > む
> Line : 1441
>> Start : 図る,はかる,godan,はか
>>> Start : 図る
>図る = godan
>>> Forced stripping
>>>図る = godan stripping 
stem Kanji = 図
stem kana = はか
pronounciation = はか
> Entering godan
> Entering godan > る
> Line : 1442
>> Start : 図示,ずし,suru,ずし
>>> Start : 図示
>図示 = suru
>>>図示 = suru stripping 
> Line : 1443
>> Start : 図解,ずかい,suru,ずかい
>>> Start : 図解
>図解 = suru
>>>図解 = suru stripping 
> Line : 1444
>> Start : 図説,ずせつ,suru,ずせつ
>>> Start : 図説
>図説 = suru
>>>図説 = suru stripping 
> Line : 1445
>> Start : 固まる,かたまる,godan,かたま
>>> Start : 固まる
>固まる = godan
>>> Forced stripping
>>>固まる = godan stripping 
stem Kanji = 固ま
stem kana = かたま
pronounciation = かたま
> Entering godan
> Entering godan > る
> Line : 1446
>> Start : 固める,かためる,ichidan,かた
>>> Start : 固める
>固める = ichidan
>>>固める = ichidan stripping 
stem Kanji = 固め
stem kana = かため
pronounciation = かた
> Entering ichidan
> Line : 1447
>> Start : 固化,こか,suru,こか
>>> Start : 固化
>固化 = suru
>>>固化 = suru stripping 
> Line : 1448
>> Start : 固執,こしつ,suru,こしつ
>>> Start : 固執
>固執 = suru
>>>固執 = suru stripping 
> Line : 1449
>> Start : 固辞,こじ,suru,こじ
>>> Start : 固辞
>固辞 = suru
>>>固辞 = suru stripping 
> Line : 1450
>> Start : 国際化,こくさいか,suru,こくさいか
>>> Start : 国際化
>国際化 = suru
>>>国際化 = suru stripping 
> Line : 1451
>> Start : 土下座,どげざ,suru,どげざ
>>> Start : 土下座
>土下座 = suru
>>>土下座 = suru stripping 
> Line : 1452
>> Start : 土着,どちゃく,suru,どちゃく
>>> Start : 土着
>土着 = suru
>>>土着 = suru stripping 
> Line : 1453
>> Start : 土葬,どそう,suru,どそう
>>> Start : 土葬
>土葬 = suru
>>>土葬 = suru stripping 
> Line : 1454
>> Start : 圧倒,あっとう,suru,あっとう
>>> Start : 圧倒
>圧倒 = suru
>>>圧倒 = suru stripping 
> Line : 1455
>> Start : 圧勝,あっしょう,suru,あっしょう
>>> Start : 圧勝
>圧勝 = suru
>>>圧勝 = suru stripping 
> Line : 1456
>> Start : 圧延,あつえん,suru,あつえん
>>> Start : 圧延
>圧延 = suru
>>>圧延 = suru stripping 
> Line : 1457
>> Start : 圧死,あっし,suru,あっし
>>> Start : 圧死
>圧死 = suru
>>>圧死 = suru stripping 
> Line : 1458
>> Start : 圧殺,あっさつ,suru,あっさつ
>>> Start : 圧殺
>圧殺 = suru
>>>圧殺 = suru stripping 
> Line : 1459
>> Start : 圧縮,あっしゅく,suru,あっしゅく
>>> Start : 圧縮
>圧縮 = suru
>>>圧縮 = suru stripping 
> Line : 1460
>> Start : 圧迫,あっぱく,suru,あっぱく
>>> Start : 圧迫
>圧迫 = suru
>>>圧迫 = suru stripping 
> Line : 1461
>> Start : 在中,ざいちゅう,suru,ざいちゅう
>>> Start : 在中
>在中 = suru
>>>在中 = suru stripping 
> Line : 1462
>> Start : 在京,ざいきょう,suru,ざいきょう
>>> Start : 在京
>在京 = suru
>>>在京 = suru stripping 
> Line : 1463
>> Start : 在任,ざいにん,suru,ざいにん
>>> Start : 在任
>在任 = suru
>>>在任 = suru stripping 
> Line : 1464
>> Start : 在位,ざいい,suru,ざいい
>>> Start : 在位
>在位 = suru
>>>在位 = suru stripping 
> Line : 1465
>> Start : 在住,ざいじゅう,suru,ざいじゅう
>>> Start : 在住
>在住 = suru
>>>在住 = suru stripping 
> Line : 1466
>> Start : 在勤,ざいきん,suru,ざいきん
>>> Start : 在勤
>在勤 = suru
>>>在勤 = suru stripping 
> Line : 1467
>> Start : 在学,ざいがく,suru,ざいがく
>>> Start : 在学
>在学 = suru
>>>在学 = suru stripping 
> Line : 1468
>> Start : 在宅,ざいたく,suru,ざいたく
>>> Start : 在宅
>在宅 = suru
>>>在宅 = suru stripping 
> Line : 1469
>> Start : 在校,ざいこう,suru,ざいこう
>>> Start : 在校
>在校 = suru
>>>在校 = suru stripping 
> Line : 1470
>> Start : 在留,ざいりゅう,suru,ざいりゅう
>>> Start : 在留
>在留 = suru
>>>在留 = suru stripping 
> Line : 1471
>> Start : 在籍,ざいせき,suru,ざいせき
>>> Start : 在籍
>在籍 = suru
>>>在籍 = suru stripping 
> Line : 1472
>> Start : 在職,ざいしょく,suru,ざいしょく
>>> Start : 在職
>在職 = suru
>>>在職 = suru stripping 
> Line : 1473
>> Start : 地割れ,じわれ,suru,じわれ
>>> Start : 地割れ
>地割れ = suru
>>>地割れ = suru stripping 
> Line : 1474
>> Start : 均衡,きんこう,suru,きんこう
>>> Start : 均衡
>均衡 = suru
>>>均衡 = suru stripping 
> Line : 1475
>> Start : 垂らす,たらす,godan,たら
>>> Start : 垂らす
>垂らす = godan
>>> Forced stripping
>>>垂らす = godan stripping 
stem Kanji = 垂ら
stem kana = たら
pronounciation = たら
> Entering godan
> Entering godan > す
> Line : 1476
>> Start : 垂れる,たれる,ichidan,た
>>> Start : 垂れる
>垂れる = ichidan
>>>垂れる = ichidan stripping 
stem Kanji = 垂れ
stem kana = たれ
pronounciation = た
> Entering ichidan
> Line : 1477
>> Start : 垣間見る,かいまみる,ichidan,かいま
>>> Start : 垣間見る
>垣間見る = ichidan
>>>垣間見る = ichidan stripping 
stem Kanji = 垣間見
stem kana = かいまみ
pronounciation = かいま
> Entering ichidan
> Line : 1478
>> Start : 埋まる,うまる,godan,うま
>>> Start : 埋まる
>埋まる = godan
>>> Forced stripping
>>>埋まる = godan stripping 
stem Kanji = 埋ま
stem kana = うま
pronounciation = うま
> Entering godan
> Entering godan > る
> Line : 1479
>> Start : 埋める,うずめる,ichidan,う
>>> Start : 埋める
>埋める = ichidan
>>>埋める = ichidan stripping 
stem Kanji = 埋め
stem kana = うずめ
pronounciation = う
> Entering ichidan
> Line : 1480
>> Start : 埋める,うめる,ichidan,う
>>> Start : 埋める
>埋める = ichidan
>>>埋める = ichidan stripping 
stem Kanji = 埋め
stem kana = うめ
pronounciation = う
> Entering ichidan
> Line : 1481
>> Start : 埋もれる,うもれる,ichidan,うも
>>> Start : 埋もれる
>埋もれる = ichidan
>>>埋もれる = ichidan stripping 
stem Kanji = 埋もれ
stem kana = うもれ
pronounciation = うも
> Entering ichidan
> Line : 1482
>> Start : 埋没,まいぼつ,suru,まいぼつ
>>> Start : 埋没
>埋没 = suru
>>>埋没 = suru stripping 
> Line : 1483
>> Start : 埋葬,まいそう,suru,まいそう
>>> Start : 埋葬
>埋葬 = suru
>>>埋葬 = suru stripping 
> Line : 1484
>> Start : 埋蔵,まいぞう,suru,まいぞう
>>> Start : 埋蔵
>埋蔵 = suru
>>>埋蔵 = suru stripping 
> Line : 1485
>> Start : 埋設,まいせつ,suru,まいせつ
>>> Start : 埋設
>埋設 = suru
>>>埋設 = suru stripping 
> Line : 1486
>> Start : 執る,とる,godan,と
>>> Start : 執る
>執る = godan
>>> Forced stripping
>>>執る = godan stripping 
stem Kanji = 執
stem kana = と
pronounciation = と
> Entering godan
> Entering godan > る
> Line : 1487
>> Start : 執刀,しっとう,suru,しっとう
>>> Start : 執刀
>執刀 = suru
>>>執刀 = suru stripping 
> Line : 1488
>> Start : 執務,しつむ,suru,しつむ
>>> Start : 執務
>執務 = suru
>>>執務 = suru stripping 
> Line : 1489
>> Start : 執着,しゅうちゃく,suru,しゅうちゃく
>>> Start : 執着
>執着 = suru
>>>執着 = suru stripping 
> Line : 1490
>> Start : 執筆,しっぴつ,suru,しっぴつ
>>> Start : 執筆
>執筆 = suru
>>>執筆 = suru stripping 
> Line : 1491
>> Start : 執行,しっこう,suru,しっこう
>>> Start : 執行
>執行 = suru
>>>執行 = suru stripping 
> Line : 1492
>> Start : 培う,つちかう,godan,つちか
>>> Start : 培う
>培う = godan
>>> Forced stripping
>>>培う = godan stripping 
stem Kanji = 培
stem kana = つちか
pronounciation = つちか
> Entering godan
> Entering godan > う
> Line : 1493
>> Start : 培養,ばいよう,suru,ばいよう
>>> Start : 培養
>培養 = suru
>>>培養 = suru stripping 
> Line : 1494
>> Start : 基づく,もとづく,godan,もとづ
>>> Start : 基づく
>基づく = godan
>>> Forced stripping
>>>基づく = godan stripping 
stem Kanji = 基づ
stem kana = もとづ
pronounciation = もとづ
> Entering godan
> Entering godan > く
> Line : 1495
>> Start : 堂々巡り,どうどうめぐり,suru,どうどうめぐり
>>> Start : 堂々巡り
>堂々巡り = suru
>>>堂々巡り = suru stripping 
> Line : 1496
>> Start : 堅守,けんしゅ,suru,けんしゅ
>>> Start : 堅守
>堅守 = suru
>>>堅守 = suru stripping 
> Line : 1497
>> Start : 堅持,けんじ,suru,けんじ
>>> Start : 堅持
>堅持 = suru
>>>堅持 = suru stripping 
> Line : 1498
>> Start : 堕胎,だたい,suru,だたい
>>> Start : 堕胎
>堕胎 = suru
>>>堕胎 = suru stripping 
> Line : 1499
>> Start : 堕落,だらく,suru,だらく
>>> Start : 堕落
>堕落 = suru
>>>堕落 = suru stripping 
> Line : 1500
>> Start : 堪える,こたえる,ichidan,こたえ
>>> Start : 堪える
>堪える = ichidan
>>>堪える = ichidan stripping 
stem Kanji = 堪え
stem kana = こたえ
pronounciation = こたえ
> Entering ichidan
> Line : 1501
>> Start : 堪能,たんのう,suru,たんのう
>>> Start : 堪能
>堪能 = suru
>>>堪能 = suru stripping 
> Line : 1502
>> Start : 報じる,ほうじる,ichidan,ほう
>>> Start : 報じる
>報じる = ichidan
>>>報じる = ichidan stripping 
stem Kanji = 報じ
stem kana = ほうじ
pronounciation = ほう
> Entering ichidan
> Line : 1503
>> Start : 報われる,むくわれる,ichidan,むくわ
>>> Start : 報われる
>報われる = ichidan
>>>報われる = ichidan stripping 
stem Kanji = 報われ
stem kana = むくわれ
pronounciation = むくわ
> Entering ichidan
> Line : 1504
>> Start : 報告,ほうこく,suru,ほうこく
>>> Start : 報告
>報告 = suru
>>>報告 = suru stripping 
> Line : 1505
>> Start : 報復,ほうふく,suru,ほうふく
>>> Start : 報復
>報復 = suru
>>>報復 = suru stripping 
> Line : 1506
>> Start : 報知,ほうち,suru,ほうち
>>> Start : 報知
>報知 = suru
>>>報知 = suru stripping 
> Line : 1507
>> Start : 報道,ほうどう,suru,ほうどう
>>> Start : 報道
>報道 = suru
>>>報道 = suru stripping 
> Line : 1508
>> Start : 塗る,ぬる,godan,ぬ
>>> Start : 塗る
>塗る = godan
>>> Forced stripping
>>>塗る = godan stripping 
stem Kanji = 塗
stem kana = ぬ
pronounciation = ぬ
> Entering godan
> Entering godan > る
> Line : 1509
>> Start : 塗布,とふ,suru,とふ
>>> Start : 塗布
>塗布 = suru
>>>塗布 = suru stripping 
> Line : 1510
>> Start : 塗装,とそう,suru,とそう
>>> Start : 塗装
>塗装 = suru
>>>塗装 = suru stripping 
> Line : 1511
>> Start : 塞がる,ふさがる,godan,ふさが
>>> Start : 塞がる
>塞がる = godan
>>> Forced stripping
>>>塞がる = godan stripping 
stem Kanji = 塞が
stem kana = ふさが
pronounciation = ふさが
> Entering godan
> Entering godan > る
> Line : 1512
>> Start : 塞ぐ,ふさぐ,godan,ふさ
>>> Start : 塞ぐ
>塞ぐ = godan
>>> Forced stripping
>>>塞ぐ = godan stripping 
stem Kanji = 塞
stem kana = ふさ
pronounciation = ふさ
> Entering godan
> Entering godan > ぐ
> Line : 1513
>> Start : 塩化,えんか,suru,えんか
>>> Start : 塩化
>塩化 = suru
>>>塩化 = suru stripping 
> Line : 1514
>> Start : 塩梅,あんばい,suru,あんばい
>>> Start : 塩梅
>塩梅 = suru
>>>塩梅 = suru stripping 
> Line : 1515
>> Start : 墓参り,はかまいり,suru,はかまいり
>>> Start : 墓参り
>墓参り = suru
>>>墓参り = suru stripping 
> Line : 1516
>> Start : 増える,ふえる,ichidan,ふ
>>> Start : 増える
>増える = ichidan
>>>増える = ichidan stripping 
stem Kanji = 増え
stem kana = ふえ
pronounciation = ふ
> Entering ichidan
> Line : 1517
>> Start : 増し,まし,suru,まし
>>> Start : 増し
>増し = suru
>>>増し = suru stripping 
> Line : 1518
>> Start : 増す,ます,godan,ま
>>> Start : 増す
>増す = godan
>>> Forced stripping
>>>増す = godan stripping 
stem Kanji = 増
stem kana = ま
pronounciation = ま
> Entering godan
> Entering godan > す
> Line : 1519
>> Start : 増やす,ふやす,godan,ふや
>>> Start : 増やす
>増やす = godan
>>> Forced stripping
>>>増やす = godan stripping 
stem Kanji = 増や
stem kana = ふや
pronounciation = ふや
> Entering godan
> Entering godan > す
> Line : 1520
>> Start : 増便,ぞうびん,suru,ぞうびん
>>> Start : 増便
>増便 = suru
>>>増便 = suru stripping 
> Line : 1521
>> Start : 増刊,ぞうかん,suru,ぞうかん
>>> Start : 増刊
>増刊 = suru
>>>増刊 = suru stripping 
> Line : 1522
>> Start : 増刷,ぞうさつ,suru,ぞうさつ
>>> Start : 増刷
>増刷 = suru
>>>増刷 = suru stripping 
> Line : 1523
>> Start : 増加,ぞうか,suru,ぞうか
>>> Start : 増加
>増加 = suru
>>>増加 = suru stripping 
> Line : 1524
>> Start : 増収,ぞうしゅう,suru,ぞうしゅう
>>> Start : 増収
>増収 = suru
>>>増収 = suru stripping 
> Line : 1525
>> Start : 増員,ぞういん,suru,ぞういん
>>> Start : 増員
>増員 = suru
>>>増員 = suru stripping 
> Line : 1526
>> Start : 増大,ぞうだい,suru,ぞうだい
>>> Start : 増大
>増大 = suru
>>>増大 = suru stripping 
> Line : 1527
>> Start : 増幅,ぞうふく,suru,ぞうふく
>>> Start : 増幅
>増幅 = suru
>>>増幅 = suru stripping 
> Line : 1528
>> Start : 増強,ぞうきょう,suru,ぞうきょう
>>> Start : 増強
>増強 = suru
>>>増強 = suru stripping 
> Line : 1529
>> Start : 増援,ぞうえん,suru,ぞうえん
>>> Start : 増援
>増援 = suru
>>>増援 = suru stripping 
> Line : 1530
>> Start : 増殖,ぞうしょく,suru,ぞうしょく
>>> Start : 増殖
>増殖 = suru
>>>増殖 = suru stripping 
> Line : 1531
>> Start : 増水,ぞうすい,suru,ぞうすい
>>> Start : 増水
>増水 = suru
>>>増水 = suru stripping 
> Line : 1532
>> Start : 増減,ぞうげん,suru,ぞうげん
>>> Start : 増減
>増減 = suru
>>>増減 = suru stripping 
> Line : 1533
>> Start : 増産,ぞうさん,suru,ぞうさん
>>> Start : 増産
>増産 = suru
>>>増産 = suru stripping 
> Line : 1534
>> Start : 増発,ぞうはつ,suru,ぞうはつ
>>> Start : 増発
>増発 = suru
>>>増発 = suru stripping 
> Line : 1535
>> Start : 増益,ぞうえき,suru,ぞうえき
>>> Start : 増益
>増益 = suru
>>>増益 = suru stripping 
> Line : 1536
>> Start : 増税,ぞうぜい,suru,ぞうぜい
>>> Start : 増税
>増税 = suru
>>>増税 = suru stripping 
> Line : 1537
>> Start : 増築,ぞうちく,suru,ぞうちく
>>> Start : 増築
>増築 = suru
>>>増築 = suru stripping 
> Line : 1538
>> Start : 増補,ぞうほ,suru,ぞうほ
>>> Start : 増補
>増補 = suru
>>>増補 = suru stripping 
> Line : 1539
>> Start : 増設,ぞうせつ,suru,ぞうせつ
>>> Start : 増設
>増設 = suru
>>>増設 = suru stripping 
> Line : 1540
>> Start : 増資,ぞうし,suru,ぞうし
>>> Start : 増資
>増資 = suru
>>>増資 = suru stripping 
> Line : 1541
>> Start : 増進,ぞうしん,suru,ぞうしん
>>> Start : 増進
>増進 = suru
>>>増進 = suru stripping 
> Line : 1542
>> Start : 増配,ぞうはい,suru,ぞうはい
>>> Start : 増配
>増配 = suru
>>>増配 = suru stripping 
> Line : 1543
>> Start : 増量,ぞうりょう,suru,ぞうりょう
>>> Start : 増量
>増量 = suru
>>>増量 = suru stripping 
> Line : 1544
>> Start : 増長,ぞうちょう,suru,ぞうちょう
>>> Start : 増長
>増長 = suru
>>>増長 = suru stripping 
> Line : 1545
>> Start : 増額,ぞうがく,suru,ぞうがく
>>> Start : 増額
>増額 = suru
>>>増額 = suru stripping 
> Line : 1546
>> Start : 墜落,ついらく,suru,ついらく
>>> Start : 墜落
>墜落 = suru
>>>墜落 = suru stripping 
> Line : 1547
>> Start : 墨書,ぼくしょ,suru,ぼくしょ
>>> Start : 墨書
>墨書 = suru
>>>墨書 = suru stripping 
> Line : 1548
>> Start : 壊す,こわす,godan,こわ
>>> Start : 壊す
>壊す = godan
>>> Forced stripping
>>>壊す = godan stripping 
stem Kanji = 壊
stem kana = こわ
pronounciation = こわ
> Entering godan
> Entering godan > す
> Line : 1549
>> Start : 壊れる,こわれる,suru,こわれる
>>> Start : 壊れる
>壊れる = suru
>>>壊れる = suru stripping 
> Line : 1550
>> Start : 壊死,えし,suru,えし
>>> Start : 壊死
>壊死 = suru
>>>壊死 = suru stripping 
> Line : 1551
>> Start : 壊滅,かいめつ,suru,かいめつ
>>> Start : 壊滅
>壊滅 = suru
>>>壊滅 = suru stripping 
> Line : 1552
>> Start : 声援,せいえん,suru,せいえん
>>> Start : 声援
>声援 = suru
>>>声援 = suru stripping 
> Line : 1553
>> Start : 声明,せいめい,suru,せいめい
>>> Start : 声明
>声明 = suru
>>>声明 = suru stripping 
> Line : 1554
>> Start : 売り,うり,suru,うり
>>> Start : 売り
>売り = suru
>>>売り = suru stripping 
> Line : 1555
>> Start : 売る,うる,godan,う
>>> Start : 売る
>売る = godan
>>> Forced stripping
>>>売る = godan stripping 
stem Kanji = 売
stem kana = う
pronounciation = う
> Entering godan
> Entering godan > る
> Line : 1556
>> Start : 売れる,うれる,ichidan,う
>>> Start : 売れる
>売れる = ichidan
>>>売れる = ichidan stripping 
stem Kanji = 売れ
stem kana = うれ
pronounciation = う
> Entering ichidan
> Line : 1557
>> Start : 売却,ばいきゃく,suru,ばいきゃく
>>> Start : 売却
>売却 = suru
>>>売却 = suru stripping 
> Line : 1558
>> Start : 売春,ばいしゅん,suru,ばいしゅん
>>> Start : 売春
>売春 = suru
>>>売春 = suru stripping 
> Line : 1559
>> Start : 売買,ばいばい,suru,ばいばい
>>> Start : 売買
>売買 = suru
>>>売買 = suru stripping 
> Line : 1560
>> Start : 変える,かえる,ichidan,か
>>> Start : 変える
>変える = ichidan
>>>変える = ichidan stripping 
stem Kanji = 変え
stem kana = かえ
pronounciation = か
> Entering ichidan
> Line : 1561
>> Start : 変じる,へんじる,ichidan,へん
>>> Start : 変じる
>変じる = ichidan
>>>変じる = ichidan stripping 
stem Kanji = 変じ
stem kana = へんじ
pronounciation = へん
> Entering ichidan
> Line : 1562
>> Start : 変わる,かわる,godan,かわ
>>> Start : 変わる
>変わる = godan
>>> Forced stripping
>>>変わる = godan stripping 
stem Kanji = 変わ
stem kana = かわ
pronounciation = かわ
> Entering godan
> Entering godan > る
> Line : 1563
>> Start : 変動,へんどう,suru,へんどう
>>> Start : 変動
>変動 = suru
>>>変動 = suru stripping 
> Line : 1564
>> Start : 変化,へんか,suru,へんか
>>> Start : 変化
>変化 = suru
>>>変化 = suru stripping 
> Line : 1565
>> Start : 変容,へんよう,suru,へんよう
>>> Start : 変容
>変容 = suru
>>>変容 = suru stripping 
> Line : 1566
>> Start : 変形,へんけい,suru,へんけい
>>> Start : 変形
>変形 = suru
>>>変形 = suru stripping 
> Line : 1567
>> Start : 変心,へんしん,suru,へんしん
>>> Start : 変心
>変心 = suru
>>>変心 = suru stripping 
> Line : 1568
>> Start : 変性,へんせい,suru,へんせい
>>> Start : 変性
>変性 = suru
>>>変性 = suru stripping 
> Line : 1569
>> Start : 変更,へんこう,suru,へんこう
>>> Start : 変更
>変更 = suru
>>>変更 = suru stripping 
> Line : 1570
>> Start : 変死,へんし,suru,へんし
>>> Start : 変死
>変死 = suru
>>>変死 = suru stripping 
> Line : 1571
>> Start : 変移,へんい,suru,へんい
>>> Start : 変移
>変移 = suru
>>>変移 = suru stripping 
> Line : 1572
>> Start : 変節,へんせつ,suru,へんせつ
>>> Start : 変節
>変節 = suru
>>>変節 = suru stripping 
> Line : 1573
>> Start : 変色,へんしょく,suru,へんしょく
>>> Start : 変色
>変色 = suru
>>>変色 = suru stripping 
> Line : 1574
>> Start : 変装,へんそう,suru,へんそう
>>> Start : 変装
>変装 = suru
>>>変装 = suru stripping 
> Line : 1575
>> Start : 変調,へんちょう,suru,へんちょう
>>> Start : 変調
>変調 = suru
>>>変調 = suru stripping 
> Line : 1576
>> Start : 変貌,へんぼう,suru,へんぼう
>>> Start : 変貌
>変貌 = suru
>>>変貌 = suru stripping 
> Line : 1577
>> Start : 変質,へんしつ,suru,へんしつ
>>> Start : 変質
>変質 = suru
>>>変質 = suru stripping 
> Line : 1578
>> Start : 変身,へんしん,suru,へんしん
>>> Start : 変身
>変身 = suru
>>>変身 = suru stripping 
> Line : 1579
>> Start : 変転,へんてん,suru,へんてん
>>> Start : 変転
>変転 = suru
>>>変転 = suru stripping 
> Line : 1580
>> Start : 変速,へんそく,suru,へんそく
>>> Start : 変速
>変速 = suru
>>>変速 = suru stripping 
> Line : 1581
>> Start : 変造,へんぞう,suru,へんぞう
>>> Start : 変造
>変造 = suru
>>>変造 = suru stripping 
> Line : 1582
>> Start : 変遷,へんせん,suru,へんせん
>>> Start : 変遷
>変遷 = suru
>>>変遷 = suru stripping 
> Line : 1583
>> Start : 変革,へんかく,suru,へんかく
>>> Start : 変革
>変革 = suru
>>>変革 = suru stripping 
> Line : 1584
>> Start : 夏バテ,なつばて,suru,なつばて
>>> Start : 夏バテ
>夏バテ = suru
>>>夏バテ = suru stripping 
> Line : 1585
>> Start : 外す,はずす,godan,はず
>>> Start : 外す
>外す = godan
>>> Forced stripping
>>>外す = godan stripping 
stem Kanji = 外
stem kana = はず
pronounciation = はず
> Entering godan
> Entering godan > す
> Line : 1586
>> Start : 外れる,はずれる,ichidan,はず
>>> Start : 外れる
>外れる = ichidan
>>>外れる = ichidan stripping 
stem Kanji = 外れ
stem kana = はずれ
pronounciation = はず
> Entering ichidan
> Line : 1587
>> Start : 外出,がいしゅつ,suru,がいしゅつ
>>> Start : 外出
>外出 = suru
>>>外出 = suru stripping 
> Line : 1588
>> Start : 外勤,がいきん,suru,がいきん
>>> Start : 外勤
>外勤 = suru
>>>外勤 = suru stripping 
> Line : 1589
>> Start : 外泊,がいはく,suru,がいはく
>>> Start : 外泊
>外泊 = suru
>>>外泊 = suru stripping 
> Line : 1590
>> Start : 外注,がいちゅう,suru,がいちゅう
>>> Start : 外注
>外注 = suru
>>>外注 = suru stripping 
> Line : 1591
>> Start : 外用,がいよう,suru,がいよう
>>> Start : 外用
>外用 = suru
>>>外用 = suru stripping 
> Line : 1592
>> Start : 外遊,がいゆう,suru,がいゆう
>>> Start : 外遊
>外遊 = suru
>>>外遊 = suru stripping 
> Line : 1593
>> Start : 外食,がいしょく,suru,がいしょく
>>> Start : 外食
>外食 = suru
>>>外食 = suru stripping 
> Line : 1594
>> Start : 多発,たはつ,suru,たはつ
>>> Start : 多発
>多発 = suru
>>>多発 = suru stripping 
> Line : 1595
>> Start : 夜回り,よまわり,suru,よまわり
>>> Start : 夜回り
>夜回り = suru
>>>夜回り = suru stripping 
> Line : 1596
>> Start : 夜更かし,よふかし,suru,よふかし
>>> Start : 夜更かし
>夜更かし = suru
>>>夜更かし = suru stripping 
> Line : 1597
>> Start : 夜逃げ,よにげ,suru,よにげ
>>> Start : 夜逃げ
>夜逃げ = suru
>>>夜逃げ = suru stripping 
> Line : 1598
>> Start : 夜遊び,よあそび,suru,よあそび
>>> Start : 夜遊び
>夜遊び = suru
>>>夜遊び = suru stripping 
> Line : 1599
>> Start : 夢想,むそう,suru,むそう
>>> Start : 夢想
>夢想 = suru
>>>夢想 = suru stripping 
> Line : 1600
>> Start : 夢見る,ゆめみる,ichidan,ゆめ
>>> Start : 夢見る
>夢見る = ichidan
>>>夢見る = ichidan stripping 
stem Kanji = 夢見
stem kana = ゆめみ
pronounciation = ゆめ
> Entering ichidan
> Line : 1601
>> Start : 大きくなる,おおきくなる,godan,おおきくな
>>> Start : 大きくなる
>大きくなる = godan
>>> Forced stripping
>>>大きくなる = godan stripping 
stem Kanji = 大きくな
stem kana = おおきくな
pronounciation = おおきくな
> Entering godan
> Entering godan > る
> Line : 1602
>> Start : 大人になる,おとなになる,godan,おとなにな
>>> Start : 大人になる
>大人になる = godan
>>> Forced stripping
>>>大人になる = godan stripping 
stem Kanji = 大人にな
stem kana = おとなにな
pronounciation = おとなにな
> Entering godan
> Entering godan > る
> Line : 1603
>> Start : 大別,たいべつ,suru,たいべつ
>>> Start : 大別
>大別 = suru
>>>大別 = suru stripping 
> Line : 1604
>> Start : 大勝,たいしょう,suru,たいしょう
>>> Start : 大勝
>大勝 = suru
>>>大勝 = suru stripping 
> Line : 1605
>> Start : 大同団結,だいどうだんけつ,suru,だいどうだんけつ
>>> Start : 大同団結
>大同団結 = suru
>>>大同団結 = suru stripping 
> Line : 1606
>> Start : 大喜び,おおよろこび,suru,おおよろこび
>>> Start : 大喜び
>大喜び = suru
>>>大喜び = suru stripping 
> Line : 1607
>> Start : 大回転,だいかいてん,suru,だいかいてん
>>> Start : 大回転
>大回転 = suru
>>>大回転 = suru stripping 
> Line : 1608
>> Start : 大当たり,おおあたり,suru,おおあたり
>>> Start : 大当たり
>大当たり = suru
>>>大当たり = suru stripping 
> Line : 1609
>> Start : 大往生,だいおうじょう,suru,だいおうじょう
>>> Start : 大往生
>大往生 = suru
>>>大往生 = suru stripping 
> Line : 1610
>> Start : 大悟,たいご,suru,たいご
>>> Start : 大悟
>大悟 = suru
>>>大悟 = suru stripping 
> Line : 1611
>> Start : 大挙,たいきょ,suru,たいきょ
>>> Start : 大挙
>大挙 = suru
>>>大挙 = suru stripping 
> Line : 1612
>> Start : 大掃除,おおそうじ,suru,おおそうじ
>>> Start : 大掃除
>大掃除 = suru
>>>大掃除 = suru stripping 
> Line : 1613
>> Start : 大敗,たいはい,suru,たいはい
>>> Start : 大敗
>大敗 = suru
>>>大敗 = suru stripping 
> Line : 1614
>> Start : 大衆化,たいしゅうか,suru,たいしゅうか
>>> Start : 大衆化
>大衆化 = suru
>>>大衆化 = suru stripping 
> Line : 1615
>> Start : 大観,たいかん,suru,たいかん
>>> Start : 大観
>大観 = suru
>>>大観 = suru stripping 
> Line : 1616
>> Start : 大食,たいしょく,suru,たいしょく
>>> Start : 大食
>大食 = suru
>>>大食 = suru stripping 
> Line : 1617
>> Start : 大騒ぎ,おおさわぎ,suru,おおさわぎ
>>> Start : 大騒ぎ
>大騒ぎ = suru
>>>大騒ぎ = suru stripping 
> Line : 1618
>> Start : 天下り,あまくだり,suru,あまくだり
>>> Start : 天下り
>天下り = suru
>>>天下り = suru stripping 
> Line : 1619
>> Start : 天引き,てんびき,suru,てんびき
>>> Start : 天引き
>天引き = suru
>>>天引き = suru stripping 
> Line : 1620
>> Start : 太る,ふとる,godan,ふと
>>> Start : 太る
>太る = godan
>>> Forced stripping
>>>太る = godan stripping 
stem Kanji = 太
stem kana = ふと
pronounciation = ふと
> Entering godan
> Entering godan > る
> Line : 1621
>> Start : 太刀打ち,たちうち,suru,たちうち
>>> Start : 太刀打ち
>太刀打ち = suru
>>>太刀打ち = suru stripping 
> Line : 1622
>> Start : 夭折,ようせつ,suru,ようせつ
>>> Start : 夭折
>夭折 = suru
>>>夭折 = suru stripping 
> Line : 1623
>> Start : 失う,うしなう,godan,うしな
>>> Start : 失う
>失う = godan
>>> Forced stripping
>>>失う = godan stripping 
stem Kanji = 失
stem kana = うしな
